StudentID,AcademicCollege,AcademicDepartment,AcademicMajor,EnrollmentTerm,TermSeason,TermYear,CohortYear,FirstTimeStatus,CreditsAttempted,FullTimeStatus,GPA,RetainedNextFall
S00361,Arts & Sciences,Statistics,Statistics Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,3.23,Not Retained
S00361,Arts & Sciences,Statistics,Statistics Major,Spring 2024,Spring,2024,2024,Continuing,16,Full-Time,3.11,
S00361,Arts & Sciences,Statistics,Statistics Major,Summer 2024,Summer,2024,2024,Continuing,9,Full-Time,2.94,
S00361,Arts & Sciences,Statistics,Statistics Major,Fall 2024,Fall,2024,2024,First-Time,15,Full-Time,2.86,Not Retained
S00361,Arts & Sciences,Statistics,Statistics Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,2.74,
S00361,Arts & Sciences,Statistics,Statistics Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,3.13,
S00362,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.01,Retained
S00362,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2023,Continuing,11,Part-Time,2.92,
S00362,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2023,Continuing,12,Full-Time,2.02,
S00362,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,1.68,Retained
S00362,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,2.05,
S00362,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,1.59,
S00363,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2024,Continuing,9,Part-Time,3.17,Retained
S00363,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2024,Continuing,12,Full-Time,2.51,
S00363,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2024,Continuing,4,Part-Time,2.57,
S00363,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,2.53,Retained
S00363,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,2.33,
S00363,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2024,Continuing,6,Full-Time,2.67,
S00364,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.66,Retained
S00364,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,2.46,
S00364,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,1.98,
S00364,Arts & Sciences,History,History Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,2.28,Retained
S00364,Arts & Sciences,History,History Major,Spring 2025,Spring,2025,2023,Continuing,11,Part-Time,1.72,
S00364,Arts & Sciences,History,History Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,1.72,
S00365,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2025,Continuing,17,Full-Time,2.52,Retained
S00365,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2025,Continuing,11,Part-Time,2.29,
S00365,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2025,Continuing,12,Full-Time,3.17,
S00365,Arts & Sciences,History,History Major,Fall 2024,Fall,2024,2025,Continuing,11,Part-Time,3.2,Retained
S00365,Arts & Sciences,History,History Major,Spring 2025,Spring,2025,2025,Continuing,10,Part-Time,3.02,
S00365,Arts & Sciences,History,History Major,Summer 2025,Summer,2025,2025,Continuing,6,Full-Time,2.81,
S00366,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.17,Not Retained
S00366,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.64,
S00366,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,6,Full-Time,2.82,
S00366,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,1.98,Not Retained
S00366,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,2.82,
S00366,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2023,Continuing,12,Full-Time,2.14,
S00367,Arts & Sciences,Psychology,Psychology Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,2.28,Retained
S00367,Arts & Sciences,Psychology,Psychology Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,2.84,
S00367,Arts & Sciences,Psychology,Psychology Major,Summer 2024,Summer,2024,2024,Continuing,8,Full-Time,2.71,
S00367,Arts & Sciences,Psychology,Psychology Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,2.91,Retained
S00367,Arts & Sciences,Psychology,Psychology Major,Spring 2025,Spring,2025,2024,Continuing,17,Full-Time,2.37,
S00367,Arts & Sciences,Psychology,Psychology Major,Summer 2025,Summer,2025,2024,Continuing,9,Full-Time,2.48,
S00368,Education,Special Education,Special Education Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.49,Retained
S00368,Education,Special Education,Special Education Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,2.69,
S00368,Education,Special Education,Special Education Major,Summer 2024,Summer,2024,2023,Continuing,6,Full-Time,2.35,
S00368,Education,Special Education,Special Education Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,1.6,Not Retained
S00368,Education,Special Education,Special Education Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,2.53,
S00368,Education,Special Education,Special Education Major,Summer 2025,Summer,2025,2023,Continuing,3,Part-Time,2.4,
S00369,Arts & Sciences,Statistics,Statistics Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,2.4,Not Retained
S00369,Arts & Sciences,Statistics,Statistics Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,2.47,
S00369,Arts & Sciences,Statistics,Statistics Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,3.73,
S00369,Arts & Sciences,Statistics,Statistics Major,Fall 2024,Fall,2024,2024,First-Time,12,Full-Time,2.66,Retained
S00369,Arts & Sciences,Statistics,Statistics Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,2.38,
S00369,Arts & Sciences,Statistics,Statistics Major,Summer 2025,Summer,2025,2024,Continuing,6,Full-Time,2.79,
S00370,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2023,Fall,2023,2024,Continuing,13,Full-Time,3.26,Retained
S00370,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,3.39,
S00370,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,4,
S00370,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,3.44,Retained
S00370,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2025,Spring,2025,2024,Continuing,11,Part-Time,3.53,
S00370,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2025,Summer,2025,2024,Continuing,4,Part-Time,2.54,
S00371,Education,Special Education,Special Education Major,Fall 2023,Fall,2023,2024,Continuing,11,Part-Time,2.85,Retained
S00371,Education,Special Education,Special Education Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,3.09,
S00371,Education,Special Education,Special Education Major,Summer 2024,Summer,2024,2024,Continuing,4,Part-Time,3.36,
S00371,Education,Special Education,Special Education Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,3.34,Retained
S00371,Education,Special Education,Special Education Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,2.5,
S00371,Education,Special Education,Special Education Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,3.03,
S00372,Arts & Sciences,Chemistry,Chemistry Major,Fall 2023,Fall,2023,2025,Continuing,15,Full-Time,2.96,Retained
S00372,Arts & Sciences,Chemistry,Chemistry Major,Spring 2024,Spring,2024,2025,Continuing,16,Full-Time,2.25,
S00372,Arts & Sciences,Chemistry,Chemistry Major,Summer 2024,Summer,2024,2025,Continuing,3,Part-Time,2.7,
S00372,Arts & Sciences,Chemistry,Chemistry Major,Fall 2024,Fall,2024,2025,Continuing,14,Full-Time,2.54,Retained
S00372,Arts & Sciences,Chemistry,Chemistry Major,Spring 2025,Spring,2025,2025,Continuing,14,Full-Time,2.49,
S00372,Arts & Sciences,Chemistry,Chemistry Major,Summer 2025,Summer,2025,2025,Continuing,7,Full-Time,2.49,
S00373,Arts & Sciences,Biology,Biology Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.85,Retained
S00373,Arts & Sciences,Biology,Biology Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.62,
S00373,Arts & Sciences,Biology,Biology Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,2.96,
S00373,Arts & Sciences,Biology,Biology Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,3.26,Retained
S00373,Arts & Sciences,Biology,Biology Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,2.98,
S00373,Arts & Sciences,Biology,Biology Major,Summer 2025,Summer,2025,2023,Continuing,12,Full-Time,2.3,
S00374,Education,Elementary Education,Elementary Education Major,Fall 2023,Fall,2023,2024,Continuing,11,Part-Time,2.84,Not Retained
S00374,Education,Elementary Education,Elementary Education Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,2.5,
S00374,Education,Elementary Education,Elementary Education Major,Summer 2024,Summer,2024,2024,Continuing,9,Full-Time,2.8,
S00374,Education,Elementary Education,Elementary Education Major,Fall 2024,Fall,2024,2024,First-Time,15,Full-Time,2.84,Retained
S00374,Education,Elementary Education,Elementary Education Major,Spring 2025,Spring,2025,2024,Continuing,14,Full-Time,3.2,
S00374,Education,Elementary Education,Elementary Education Major,Summer 2025,Summer,2025,2024,Continuing,10,Full-Time,2.96,
S00375,Arts & Sciences,Psychology,Psychology Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,2.71,Retained
S00375,Arts & Sciences,Psychology,Psychology Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,3.54,
S00375,Arts & Sciences,Psychology,Psychology Major,Summer 2024,Summer,2024,2023,Continuing,3,Part-Time,3.3,
S00375,Arts & Sciences,Psychology,Psychology Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.41,Not Retained
S00375,Arts & Sciences,Psychology,Psychology Major,Spring 2025,Spring,2025,2023,Continuing,11,Part-Time,3.32,
S00375,Arts & Sciences,Psychology,Psychology Major,Summer 2025,Summer,2025,2023,Continuing,3,Part-Time,2.45,
S00376,Arts & Sciences,Statistics,Statistics Major,Fall 2023,Fall,2023,2023,First-Time,10,Part-Time,3.28,Retained
S00376,Arts & Sciences,Statistics,Statistics Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,3.69,
S00376,Arts & Sciences,Statistics,Statistics Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,3.26,
S00376,Arts & Sciences,Statistics,Statistics Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,3.7,Not Retained
S00376,Arts & Sciences,Statistics,Statistics Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,3.82,
S00376,Arts & Sciences,Statistics,Statistics Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,3.79,
S00377,Education,Secondary Education,Secondary Education Major,Fall 2023,Fall,2023,2025,Continuing,12,Full-Time,3.66,Retained
S00377,Education,Secondary Education,Secondary Education Major,Spring 2024,Spring,2024,2025,Continuing,16,Full-Time,3.31,
S00377,Education,Secondary Education,Secondary Education Major,Summer 2024,Summer,2024,2025,Continuing,8,Full-Time,3.53,
S00377,Education,Secondary Education,Secondary Education Major,Fall 2024,Fall,2024,2025,Continuing,14,Full-Time,4,Retained
S00377,Education,Secondary Education,Secondary Education Major,Spring 2025,Spring,2025,2025,Continuing,14,Full-Time,3.88,
S00377,Education,Secondary Education,Secondary Education Major,Summer 2025,Summer,2025,2025,Continuing,7,Full-Time,4,
S00378,Arts & Sciences,Psychology,Psychology Major,Fall 2023,Fall,2023,2025,Continuing,10,Part-Time,3.42,Retained
S00378,Arts & Sciences,Psychology,Psychology Major,Spring 2024,Spring,2024,2025,Continuing,15,Full-Time,2.5,
S00378,Arts & Sciences,Psychology,Psychology Major,Summer 2024,Summer,2024,2025,Continuing,10,Full-Time,2.85,
S00378,Arts & Sciences,Psychology,Psychology Major,Fall 2024,Fall,2024,2025,Continuing,9,Part-Time,2.27,Not Retained
S00378,Arts & Sciences,Psychology,Psychology Major,Spring 2025,Spring,2025,2025,Continuing,12,Full-Time,2.37,
S00378,Arts & Sciences,Psychology,Psychology Major,Summer 2025,Summer,2025,2025,Continuing,8,Full-Time,3.43,
S00379,Education,Educational Leadership,Educational Leadership Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,1.98,Retained
S00379,Education,Educational Leadership,Educational Leadership Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,2.62,
S00379,Education,Educational Leadership,Educational Leadership Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,2.62,
S00379,Education,Educational Leadership,Educational Leadership Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,3.21,Retained
S00379,Education,Educational Leadership,Educational Leadership Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,2.82,
S00379,Education,Educational Leadership,Educational Leadership Major,Summer 2025,Summer,2025,2023,Continuing,4,Part-Time,2.82,
S00380,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2023,First-Time,10,Part-Time,3.27,Retained
S00380,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,2.71,
S00380,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,2.13,
S00380,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.86,Retained
S00380,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,1.93,
S00380,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,2.27,
S00381,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2025,Continuing,14,Full-Time,2.48,Not Retained
S00381,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2025,Continuing,14,Full-Time,1.63,
S00381,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2025,Continuing,4,Part-Time,2.66,
S00381,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2025,Continuing,13,Full-Time,2.63,Not Retained
S00381,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2025,Continuing,16,Full-Time,2.22,
S00381,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2025,Continuing,5,Part-Time,2.15,
S00382,Health Sciences,Health Administration,Health Administration Major,Fall 2023,Fall,2023,2025,Continuing,10,Part-Time,3,Not Retained
S00382,Health Sciences,Health Administration,Health Administration Major,Spring 2024,Spring,2024,2025,Continuing,16,Full-Time,2.76,
S00382,Health Sciences,Health Administration,Health Administration Major,Summer 2024,Summer,2024,2025,Continuing,5,Part-Time,4,
S00382,Health Sciences,Health Administration,Health Administration Major,Fall 2024,Fall,2024,2025,Continuing,14,Full-Time,3.46,Retained
S00382,Health Sciences,Health Administration,Health Administration Major,Spring 2025,Spring,2025,2025,Continuing,14,Full-Time,4,
S00382,Health Sciences,Health Administration,Health Administration Major,Summer 2025,Summer,2025,2025,Continuing,5,Part-Time,4,
S00383,Education,Special Education,Special Education Major,Fall 2023,Fall,2023,2024,Continuing,13,Full-Time,2.4,Retained
S00383,Education,Special Education,Special Education Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,2.86,
S00383,Education,Special Education,Special Education Major,Summer 2024,Summer,2024,2024,Continuing,6,Full-Time,2.99,
S00383,Education,Special Education,Special Education Major,Fall 2024,Fall,2024,2024,First-Time,9,Part-Time,2.42,Retained
S00383,Education,Special Education,Special Education Major,Spring 2025,Spring,2025,2024,Continuing,16,Full-Time,2.3,
S00383,Education,Special Education,Special Education Major,Summer 2025,Summer,2025,2024,Continuing,7,Full-Time,2.73,
S00384,Arts & Sciences,Mathematics,Mathematics Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.47,Retained
S00384,Arts & Sciences,Mathematics,Mathematics Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,3.48,
S00384,Arts & Sciences,Mathematics,Mathematics Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,2.93,
S00384,Arts & Sciences,Mathematics,Mathematics Major,Fall 2024,Fall,2024,2023,Continuing,15,Full-Time,2.14,Not Retained
S00384,Arts & Sciences,Mathematics,Mathematics Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,2.73,
S00384,Arts & Sciences,Mathematics,Mathematics Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,2.31,
S00385,Arts & Sciences,Chemistry,Chemistry Major,Fall 2023,Fall,2023,2024,Continuing,9,Part-Time,3.19,Retained
S00385,Arts & Sciences,Chemistry,Chemistry Major,Spring 2024,Spring,2024,2024,Continuing,11,Part-Time,2.94,
S00385,Arts & Sciences,Chemistry,Chemistry Major,Summer 2024,Summer,2024,2024,Continuing,4,Part-Time,2.69,
S00385,Arts & Sciences,Chemistry,Chemistry Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,3.04,Not Retained
S00385,Arts & Sciences,Chemistry,Chemistry Major,Spring 2025,Spring,2025,2024,Continuing,9,Part-Time,2.96,
S00385,Arts & Sciences,Chemistry,Chemistry Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,3.17,
S00386,Arts & Sciences,Statistics,Statistics Major,Fall 2023,Fall,2023,2023,First-Time,9,Part-Time,4,Not Retained
S00386,Arts & Sciences,Statistics,Statistics Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,3.82,
S00386,Arts & Sciences,Statistics,Statistics Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,4,
S00386,Arts & Sciences,Statistics,Statistics Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,4,Not Retained
S00386,Arts & Sciences,Statistics,Statistics Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,4,
S00386,Arts & Sciences,Statistics,Statistics Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,3.82,
S00387,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.96,Retained
S00387,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,11,Part-Time,4,
S00387,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,9,Full-Time,2.66,
